2019-01-30 09:44:56,377 INFO Initialized rank 0 out of 1
2019-01-30 09:44:56,377 INFO Configuration: {'output_dir': '${SCRATCH}/heptrkx/results/gnnsegclf_med_000', 'trainer': {'name': 'gnn', 'real_weight': 2.5, 'fake_weight': 0.625}, 'data': {'name': 'hitgraphs', 'input_dir': '${SCRATCH}/heptrkx/hitgraphs_med_000', 'n_train': 24, 'n_valid': 4, 'batch_size': 1, 'n_workers': 4}, 'model': {'name': 'gnn_segment_classifier', 'input_dim': 3, 'hidden_dim': 64, 'n_iters': 4, 'loss_func': 'binary_cross_entropy', 'optimizer': 'Adam', 'learning_rate': 0.001}, 'training': {'n_epochs': 16}}
2019-01-30 09:44:56,378 INFO Saving job outputs to /global/cscratch1/sd/esaliya/heptrkx/results/gnnsegclf_med_000
2019-01-30 09:44:56,384 INFO Loaded 24 training samples
2019-01-30 09:44:56,385 INFO Loaded 4 validation samples
2019-01-30 09:44:56,406 INFO Model: 
DistributedDataParallelCPU(
  (module): GNNSegmentClassifier(
    (input_network): Sequential(
      (0): Linear(in_features=3, out_features=64, bias=True)
      (1): Tanh()
    )
    (edge_network): EdgeNetwork(
      (network): Sequential(
        (0): Linear(in_features=134, out_features=64, bias=True)
        (1): Tanh()
        (2): Linear(in_features=64, out_features=1, bias=True)
        (3): Sigmoid()
      )
    )
    (node_network): NodeNetwork(
      (network): Sequential(
        (0): Linear(in_features=201, out_features=64, bias=True)
        (1): Tanh()
        (2): Linear(in_features=64, out_features=64, bias=True)
        (3): Tanh()
      )
    )
  )
)
Parameters: 26049
2019-01-30 09:44:56,406 INFO Epoch 0
2019-01-30 09:45:06,538 DEBUG   batch 0, loss 0.535693
2019-01-30 09:46:31,022 DEBUG  batch 0
2019-01-30 09:46:33,185 DEBUG  batch 1
2019-01-30 09:46:34,128 DEBUG  batch 2
2019-01-30 09:46:36,059 DEBUG  batch 3
2019-01-30 09:46:36,775 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:46:36,775 INFO   Validation loss: 0.338 acc: 0.925
2019-01-30 09:46:36,894 INFO Epoch 1
2019-01-30 09:46:46,817 DEBUG   batch 0, loss 0.352868
2019-01-30 09:46:49,018 DEBUG   batch 1, loss 0.464661
2019-01-30 09:46:53,404 DEBUG   batch 2, loss 0.404237
2019-01-30 09:46:55,451 DEBUG   batch 3, loss 0.472608
2019-01-30 09:46:57,142 DEBUG   batch 4, loss 0.482117
2019-01-30 09:47:04,427 DEBUG   batch 5, loss 0.361606
2019-01-30 09:47:07,393 DEBUG   batch 6, loss 0.439328
2019-01-30 09:47:14,576 DEBUG   batch 7, loss 0.369505
2019-01-30 09:47:15,692 DEBUG   batch 8, loss 0.532447
2019-01-30 09:47:18,456 DEBUG   batch 9, loss 0.439878
2019-01-30 09:47:21,104 DEBUG   batch 10, loss 0.436717
2019-01-30 09:47:26,210 DEBUG   batch 11, loss 0.392692
2019-01-30 09:47:28,799 DEBUG   batch 12, loss 0.437551
2019-01-30 09:47:30,383 DEBUG   batch 13, loss 0.486485
2019-01-30 09:47:35,020 DEBUG   batch 14, loss 0.400058
2019-01-30 09:47:36,952 DEBUG   batch 15, loss 0.472996
2019-01-30 09:47:41,003 DEBUG   batch 16, loss 0.406759
2019-01-30 09:47:45,640 DEBUG   batch 17, loss 0.393261
2019-01-30 09:47:47,901 DEBUG   batch 18, loss 0.452098
2019-01-30 09:47:52,468 DEBUG   batch 19, loss 0.389258
2019-01-30 09:47:55,407 DEBUG   batch 20, loss 0.426726
2019-01-30 09:47:59,833 DEBUG   batch 21, loss 0.398397
2019-01-30 09:48:04,337 DEBUG   batch 22, loss 0.393442
2019-01-30 09:48:10,238 DEBUG   batch 23, loss 0.376961
2019-01-30 09:48:10,267 DEBUG  Processed 24 batches
2019-01-30 09:48:10,267 INFO   Training loss: 0.424
2019-01-30 09:48:11,644 DEBUG  batch 0
2019-01-30 09:48:13,826 DEBUG  batch 1
2019-01-30 09:48:14,592 DEBUG  batch 2
2019-01-30 09:48:16,526 DEBUG  batch 3
2019-01-30 09:48:17,169 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:48:17,169 INFO   Validation loss: 0.356 acc: 0.925
2019-01-30 09:48:17,234 INFO Epoch 2
2019-01-30 09:48:27,305 DEBUG   batch 0, loss 0.351260
2019-01-30 09:48:29,494 DEBUG   batch 1, loss 0.457847
2019-01-30 09:48:33,783 DEBUG   batch 2, loss 0.401290
2019-01-30 09:48:35,789 DEBUG   batch 3, loss 0.467040
2019-01-30 09:48:37,503 DEBUG   batch 4, loss 0.478476
2019-01-30 09:48:44,732 DEBUG   batch 5, loss 0.356234
2019-01-30 09:48:47,654 DEBUG   batch 6, loss 0.437982
2019-01-30 09:48:54,797 DEBUG   batch 7, loss 0.362900
2019-01-30 09:48:55,937 DEBUG   batch 8, loss 0.530267
2019-01-30 09:48:58,697 DEBUG   batch 9, loss 0.437777
2019-01-30 09:49:01,351 DEBUG   batch 10, loss 0.435481
2019-01-30 09:49:06,446 DEBUG   batch 11, loss 0.391268
2019-01-30 09:49:09,040 DEBUG   batch 12, loss 0.435671
2019-01-30 09:49:10,647 DEBUG   batch 13, loss 0.483413
2019-01-30 09:49:15,281 DEBUG   batch 14, loss 0.399452
2019-01-30 09:49:17,204 DEBUG   batch 15, loss 0.470807
2019-01-30 09:49:21,246 DEBUG   batch 16, loss 0.406130
2019-01-30 09:49:25,802 DEBUG   batch 17, loss 0.392211
2019-01-30 09:49:28,037 DEBUG   batch 18, loss 0.451002
2019-01-30 09:49:32,609 DEBUG   batch 19, loss 0.387980
2019-01-30 09:49:35,538 DEBUG   batch 20, loss 0.425795
2019-01-30 09:49:39,874 DEBUG   batch 21, loss 0.397470
2019-01-30 09:49:44,311 DEBUG   batch 22, loss 0.392602
2019-01-30 09:49:50,206 DEBUG   batch 23, loss 0.376246
2019-01-30 09:49:50,244 DEBUG  Processed 24 batches
2019-01-30 09:49:50,244 INFO   Training loss: 0.422
2019-01-30 09:49:51,563 DEBUG  batch 0
2019-01-30 09:49:53,748 DEBUG  batch 1
2019-01-30 09:49:54,693 DEBUG  batch 2
2019-01-30 09:49:56,587 DEBUG  batch 3
2019-01-30 09:49:57,441 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:49:57,441 INFO   Validation loss: 0.362 acc: 0.924
2019-01-30 09:49:57,493 INFO Epoch 3
2019-01-30 09:50:07,395 DEBUG   batch 0, loss 0.350751
2019-01-30 09:50:09,605 DEBUG   batch 1, loss 0.456052
2019-01-30 09:50:13,984 DEBUG   batch 2, loss 0.400472
2019-01-30 09:50:15,998 DEBUG   batch 3, loss 0.465555
2019-01-30 09:50:17,692 DEBUG   batch 4, loss 0.477427
2019-01-30 09:50:24,930 DEBUG   batch 5, loss 0.355383
2019-01-30 09:50:27,908 DEBUG   batch 6, loss 0.436728
2019-01-30 09:50:35,074 DEBUG   batch 7, loss 0.362269
2019-01-30 09:50:36,212 DEBUG   batch 8, loss 0.528868
2019-01-30 09:50:38,967 DEBUG   batch 9, loss 0.437084
2019-01-30 09:50:41,627 DEBUG   batch 10, loss 0.434606
2019-01-30 09:50:46,748 DEBUG   batch 11, loss 0.390673
2019-01-30 09:50:49,304 DEBUG   batch 12, loss 0.434980
2019-01-30 09:50:50,913 DEBUG   batch 13, loss 0.482573
2019-01-30 09:50:55,531 DEBUG   batch 14, loss 0.398941
2019-01-30 09:50:57,475 DEBUG   batch 15, loss 0.469906
2019-01-30 09:51:01,451 DEBUG   batch 16, loss 0.405677
2019-01-30 09:51:06,063 DEBUG   batch 17, loss 0.391912
2019-01-30 09:51:08,336 DEBUG   batch 18, loss 0.450195
2019-01-30 09:51:12,915 DEBUG   batch 19, loss 0.387635
2019-01-30 09:51:15,795 DEBUG   batch 20, loss 0.425295
2019-01-30 09:51:20,212 DEBUG   batch 21, loss 0.397105
2019-01-30 09:51:24,738 DEBUG   batch 22, loss 0.392196
2019-01-30 09:51:30,639 DEBUG   batch 23, loss 0.375993
2019-01-30 09:51:30,669 DEBUG  Processed 24 batches
2019-01-30 09:51:30,669 INFO   Training loss: 0.421
2019-01-30 09:51:32,035 DEBUG  batch 0
2019-01-30 09:51:34,234 DEBUG  batch 1
2019-01-30 09:51:35,178 DEBUG  batch 2
2019-01-30 09:51:37,104 DEBUG  batch 3
2019-01-30 09:51:37,954 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:51:37,955 INFO   Validation loss: 0.358 acc: 0.922
2019-01-30 09:51:40,102 INFO Epoch 4
2019-01-30 09:51:49,984 DEBUG   batch 0, loss 0.350436
2019-01-30 09:51:52,172 DEBUG   batch 1, loss 0.455553
2019-01-30 09:51:56,538 DEBUG   batch 2, loss 0.400182
2019-01-30 09:51:58,574 DEBUG   batch 3, loss 0.464887
2019-01-30 09:52:00,297 DEBUG   batch 4, loss 0.476855
2019-01-30 09:52:07,552 DEBUG   batch 5, loss 0.355228
2019-01-30 09:52:10,504 DEBUG   batch 6, loss 0.436253
2019-01-30 09:52:17,638 DEBUG   batch 7, loss 0.362096
2019-01-30 09:52:18,769 DEBUG   batch 8, loss 0.527611
2019-01-30 09:52:21,690 DEBUG   batch 9, loss 0.436684
2019-01-30 09:52:24,347 DEBUG   batch 10, loss 0.434085
2019-01-30 09:52:29,417 DEBUG   batch 11, loss 0.390341
2019-01-30 09:52:31,948 DEBUG   batch 12, loss 0.434658
2019-01-30 09:52:33,579 DEBUG   batch 13, loss 0.481960
2019-01-30 09:52:38,190 DEBUG   batch 14, loss 0.398667
2019-01-30 09:52:40,122 DEBUG   batch 15, loss 0.469400
2019-01-30 09:52:44,092 DEBUG   batch 16, loss 0.405658
2019-01-30 09:52:48,726 DEBUG   batch 17, loss 0.391691
2019-01-30 09:52:50,985 DEBUG   batch 18, loss 0.449937
2019-01-30 09:52:55,537 DEBUG   batch 19, loss 0.387572
2019-01-30 09:52:58,416 DEBUG   batch 20, loss 0.424904
2019-01-30 09:53:02,778 DEBUG   batch 21, loss 0.396913
2019-01-30 09:53:07,272 DEBUG   batch 22, loss 0.391930
2019-01-30 09:53:13,140 DEBUG   batch 23, loss 0.375800
2019-01-30 09:53:13,168 DEBUG  Processed 24 batches
2019-01-30 09:53:13,168 INFO   Training loss: 0.421
2019-01-30 09:53:14,593 DEBUG  batch 0
2019-01-30 09:53:16,783 DEBUG  batch 1
2019-01-30 09:53:17,522 DEBUG  batch 2
2019-01-30 09:53:19,441 DEBUG  batch 3
2019-01-30 09:53:20,086 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:53:20,086 INFO   Validation loss: 0.363 acc: 0.920
2019-01-30 09:53:20,157 INFO Epoch 5
2019-01-30 09:53:30,089 DEBUG   batch 0, loss 0.350311
2019-01-30 09:53:32,291 DEBUG   batch 1, loss 0.454803
2019-01-30 09:53:36,655 DEBUG   batch 2, loss 0.399977
2019-01-30 09:53:38,690 DEBUG   batch 3, loss 0.464363
2019-01-30 09:53:40,382 DEBUG   batch 4, loss 0.476174
2019-01-30 09:53:47,642 DEBUG   batch 5, loss 0.355032
2019-01-30 09:53:50,600 DEBUG   batch 6, loss 0.435899
2019-01-30 09:53:57,638 DEBUG   batch 7, loss 0.361866
2019-01-30 09:53:58,783 DEBUG   batch 8, loss 0.526987
2019-01-30 09:54:01,572 DEBUG   batch 9, loss 0.436267
2019-01-30 09:54:04,224 DEBUG   batch 10, loss 0.433769
2019-01-30 09:54:09,213 DEBUG   batch 11, loss 0.390141
2019-01-30 09:54:11,802 DEBUG   batch 12, loss 0.434215
2019-01-30 09:54:13,437 DEBUG   batch 13, loss 0.481472
2019-01-30 09:54:18,048 DEBUG   batch 14, loss 0.398457
2019-01-30 09:54:19,977 DEBUG   batch 15, loss 0.468877
2019-01-30 09:54:23,958 DEBUG   batch 16, loss 0.405307
2019-01-30 09:54:28,603 DEBUG   batch 17, loss 0.391485
2019-01-30 09:54:30,865 DEBUG   batch 18, loss 0.449321
2019-01-30 09:54:35,344 DEBUG   batch 19, loss 0.387301
2019-01-30 09:54:38,223 DEBUG   batch 20, loss 0.424559
2019-01-30 09:54:42,622 DEBUG   batch 21, loss 0.396630
2019-01-30 09:54:47,120 DEBUG   batch 22, loss 0.391640
2019-01-30 09:54:52,908 DEBUG   batch 23, loss 0.375600
2019-01-30 09:54:52,928 DEBUG  Processed 24 batches
2019-01-30 09:54:52,928 INFO   Training loss: 0.420
2019-01-30 09:54:54,337 DEBUG  batch 0
2019-01-30 09:54:56,526 DEBUG  batch 1
2019-01-30 09:54:57,259 DEBUG  batch 2
2019-01-30 09:54:59,179 DEBUG  batch 3
2019-01-30 09:54:59,819 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:54:59,819 INFO   Validation loss: 0.363 acc: 0.918
2019-01-30 09:54:59,888 INFO Epoch 6
2019-01-30 09:55:09,839 DEBUG   batch 0, loss 0.350121
2019-01-30 09:55:12,060 DEBUG   batch 1, loss 0.454364
2019-01-30 09:55:16,418 DEBUG   batch 2, loss 0.399704
2019-01-30 09:55:18,455 DEBUG   batch 3, loss 0.463927
2019-01-30 09:55:20,164 DEBUG   batch 4, loss 0.475675
2019-01-30 09:55:27,454 DEBUG   batch 5, loss 0.354791
2019-01-30 09:55:30,406 DEBUG   batch 6, loss 0.435578
2019-01-30 09:55:37,550 DEBUG   batch 7, loss 0.361697
2019-01-30 09:55:38,688 DEBUG   batch 8, loss 0.526290
2019-01-30 09:55:41,516 DEBUG   batch 9, loss 0.435963
2019-01-30 09:55:44,168 DEBUG   batch 10, loss 0.433480
2019-01-30 09:55:49,261 DEBUG   batch 11, loss 0.389904
2019-01-30 09:55:51,853 DEBUG   batch 12, loss 0.433945
2019-01-30 09:55:53,464 DEBUG   batch 13, loss 0.480978
2019-01-30 09:55:58,088 DEBUG   batch 14, loss 0.398256
2019-01-30 09:56:00,028 DEBUG   batch 15, loss 0.468503
2019-01-30 09:56:04,062 DEBUG   batch 16, loss 0.405088
2019-01-30 09:56:08,691 DEBUG   batch 17, loss 0.391325
2019-01-30 09:56:10,945 DEBUG   batch 18, loss 0.449151
2019-01-30 09:56:15,494 DEBUG   batch 19, loss 0.387042
2019-01-30 09:56:18,403 DEBUG   batch 20, loss 0.424604
2019-01-30 09:56:22,802 DEBUG   batch 21, loss 0.396479
2019-01-30 09:56:27,291 DEBUG   batch 22, loss 0.391384
2019-01-30 09:56:33,161 DEBUG   batch 23, loss 0.375596
2019-01-30 09:56:33,183 DEBUG  Processed 24 batches
2019-01-30 09:56:33,183 INFO   Training loss: 0.420
2019-01-30 09:56:34,499 DEBUG  batch 0
2019-01-30 09:56:36,705 DEBUG  batch 1
2019-01-30 09:56:37,651 DEBUG  batch 2
2019-01-30 09:56:39,552 DEBUG  batch 3
2019-01-30 09:56:40,400 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:56:40,400 INFO   Validation loss: 0.362 acc: 0.918
2019-01-30 09:56:40,452 INFO Epoch 7
2019-01-30 09:56:50,324 DEBUG   batch 0, loss 0.349918
2019-01-30 09:56:52,533 DEBUG   batch 1, loss 0.454281
2019-01-30 09:56:56,886 DEBUG   batch 2, loss 0.399470
2019-01-30 09:56:58,889 DEBUG   batch 3, loss 0.463565
2019-01-30 09:57:00,544 DEBUG   batch 4, loss 0.475300
2019-01-30 09:57:07,750 DEBUG   batch 5, loss 0.354626
2019-01-30 09:57:10,701 DEBUG   batch 6, loss 0.435475
2019-01-30 09:57:17,854 DEBUG   batch 7, loss 0.361587
2019-01-30 09:57:18,983 DEBUG   batch 8, loss 0.526058
2019-01-30 09:57:21,682 DEBUG   batch 9, loss 0.435685
2019-01-30 09:57:24,292 DEBUG   batch 10, loss 0.433271
2019-01-30 09:57:29,384 DEBUG   batch 11, loss 0.389805
2019-01-30 09:57:31,947 DEBUG   batch 12, loss 0.433632
2019-01-30 09:57:33,555 DEBUG   batch 13, loss 0.480598
2019-01-30 09:57:38,170 DEBUG   batch 14, loss 0.398199
2019-01-30 09:57:40,115 DEBUG   batch 15, loss 0.468180
2019-01-30 09:57:44,138 DEBUG   batch 16, loss 0.404925
2019-01-30 09:57:48,701 DEBUG   batch 17, loss 0.391150
2019-01-30 09:57:50,954 DEBUG   batch 18, loss 0.448701
2019-01-30 09:57:55,486 DEBUG   batch 19, loss 0.386946
2019-01-30 09:57:58,405 DEBUG   batch 20, loss 0.424251
2019-01-30 09:58:02,733 DEBUG   batch 21, loss 0.396290
2019-01-30 09:58:07,212 DEBUG   batch 22, loss 0.391169
2019-01-30 09:58:13,079 DEBUG   batch 23, loss 0.375354
2019-01-30 09:58:13,102 DEBUG  Processed 24 batches
2019-01-30 09:58:13,102 INFO   Training loss: 0.420
2019-01-30 09:58:14,403 DEBUG  batch 0
2019-01-30 09:58:16,609 DEBUG  batch 1
2019-01-30 09:58:17,548 DEBUG  batch 2
2019-01-30 09:58:19,450 DEBUG  batch 3
2019-01-30 09:58:20,283 DEBUG  Processed 4 samples in 4 batches
2019-01-30 09:58:20,283 INFO   Validation loss: 0.361 acc: 0.917
2019-01-30 09:58:20,334 INFO Epoch 8
2019-01-30 09:58:30,235 DEBUG   batch 0, loss 0.349783
2019-01-30 09:58:32,450 DEBUG   batch 1, loss 0.453926
2019-01-30 09:58:36,806 DEBUG   batch 2, loss 0.399267
2019-01-30 09:58:38,817 DEBUG   batch 3, loss 0.463294
2019-01-30 09:58:40,529 DEBUG   batch 4, loss 0.474991
2019-01-30 09:58:47,741 DEBUG   batch 5, loss 0.354478
2019-01-30 09:58:50,691 DEBUG   batch 6, loss 0.435348
2019-01-30 09:58:57,827 DEBUG   batch 7, loss 0.361432
2019-01-30 09:58:58,962 DEBUG   batch 8, loss 0.525555
2019-01-30 09:59:01,717 DEBUG   batch 9, loss 0.435547
2019-01-30 09:59:04,365 DEBUG   batch 10, loss 0.433178
2019-01-30 09:59:09,437 DEBUG   batch 11, loss 0.389751
2019-01-30 09:59:11,979 DEBUG   batch 12, loss 0.433402
2019-01-30 09:59:13,561 DEBUG   batch 13, loss 0.480329
2019-01-30 09:59:18,198 DEBUG   batch 14, loss 0.398181
2019-01-30 09:59:20,127 DEBUG   batch 15, loss 0.468075
2019-01-30 09:59:24,103 DEBUG   batch 16, loss 0.404818
2019-01-30 09:59:28,663 DEBUG   batch 17, loss 0.391041
2019-01-30 09:59:30,890 DEBUG   batch 18, loss 0.448483
2019-01-30 09:59:35,443 DEBUG   batch 19, loss 0.386799
2019-01-30 09:59:38,324 DEBUG   batch 20, loss 0.424176
2019-01-30 09:59:42,725 DEBUG   batch 21, loss 0.396144
2019-01-30 09:59:47,205 DEBUG   batch 22, loss 0.391026
2019-01-30 09:59:53,072 DEBUG   batch 23, loss 0.375262
2019-01-30 09:59:53,096 DEBUG  Processed 24 batches
2019-01-30 09:59:53,096 INFO   Training loss: 0.420
2019-01-30 09:59:54,428 DEBUG  batch 0
2019-01-30 09:59:56,638 DEBUG  batch 1
2019-01-30 09:59:57,577 DEBUG  batch 2
2019-01-30 09:59:59,509 DEBUG  batch 3
2019-01-30 10:00:00,358 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:00:00,359 INFO   Validation loss: 0.359 acc: 0.917
2019-01-30 10:00:00,419 INFO Epoch 9
2019-01-30 10:00:10,330 DEBUG   batch 0, loss 0.349659
2019-01-30 10:00:12,545 DEBUG   batch 1, loss 0.453823
2019-01-30 10:00:16,918 DEBUG   batch 2, loss 0.399144
2019-01-30 10:00:18,959 DEBUG   batch 3, loss 0.463100
2019-01-30 10:00:20,654 DEBUG   batch 4, loss 0.474699
2019-01-30 10:00:27,898 DEBUG   batch 5, loss 0.354383
2019-01-30 10:00:30,847 DEBUG   batch 6, loss 0.435248
2019-01-30 10:00:38,014 DEBUG   batch 7, loss 0.361325
2019-01-30 10:00:39,133 DEBUG   batch 8, loss 0.525206
2019-01-30 10:00:41,894 DEBUG   batch 9, loss 0.435414
2019-01-30 10:00:44,598 DEBUG   batch 10, loss 0.433078
2019-01-30 10:00:49,626 DEBUG   batch 11, loss 0.389698
2019-01-30 10:00:52,195 DEBUG   batch 12, loss 0.433229
2019-01-30 10:00:53,888 DEBUG   batch 13, loss 0.480071
2019-01-30 10:00:58,498 DEBUG   batch 14, loss 0.398229
2019-01-30 10:01:00,384 DEBUG   batch 15, loss 0.467839
2019-01-30 10:01:04,458 DEBUG   batch 16, loss 0.404778
2019-01-30 10:01:09,051 DEBUG   batch 17, loss 0.390890
2019-01-30 10:01:11,287 DEBUG   batch 18, loss 0.448272
2019-01-30 10:01:15,768 DEBUG   batch 19, loss 0.386786
2019-01-30 10:01:18,692 DEBUG   batch 20, loss 0.423970
2019-01-30 10:01:23,043 DEBUG   batch 21, loss 0.396077
2019-01-30 10:01:27,562 DEBUG   batch 22, loss 0.390824
2019-01-30 10:01:33,354 DEBUG   batch 23, loss 0.375186
2019-01-30 10:01:33,376 DEBUG  Processed 24 batches
2019-01-30 10:01:33,376 INFO   Training loss: 0.420
2019-01-30 10:01:34,699 DEBUG  batch 0
2019-01-30 10:01:36,874 DEBUG  batch 1
2019-01-30 10:01:37,824 DEBUG  batch 2
2019-01-30 10:01:39,757 DEBUG  batch 3
2019-01-30 10:01:40,604 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:01:40,605 INFO   Validation loss: 0.363 acc: 0.917
2019-01-30 10:01:44,480 INFO Epoch 10
2019-01-30 10:01:54,379 DEBUG   batch 0, loss 0.349651
2019-01-30 10:01:56,580 DEBUG   batch 1, loss 0.453499
2019-01-30 10:02:00,923 DEBUG   batch 2, loss 0.399005
2019-01-30 10:02:02,936 DEBUG   batch 3, loss 0.462797
2019-01-30 10:02:04,590 DEBUG   batch 4, loss 0.474483
2019-01-30 10:02:11,806 DEBUG   batch 5, loss 0.354369
2019-01-30 10:02:14,755 DEBUG   batch 6, loss 0.435017
2019-01-30 10:02:21,918 DEBUG   batch 7, loss 0.361288
2019-01-30 10:02:22,995 DEBUG   batch 8, loss 0.524888
2019-01-30 10:02:25,727 DEBUG   batch 9, loss 0.435193
2019-01-30 10:02:28,318 DEBUG   batch 10, loss 0.432816
2019-01-30 10:02:33,384 DEBUG   batch 11, loss 0.389522
2019-01-30 10:02:35,926 DEBUG   batch 12, loss 0.433086
2019-01-30 10:02:37,534 DEBUG   batch 13, loss 0.479761
2019-01-30 10:02:42,159 DEBUG   batch 14, loss 0.398077
2019-01-30 10:02:44,091 DEBUG   batch 15, loss 0.467498
2019-01-30 10:02:48,112 DEBUG   batch 16, loss 0.404607
2019-01-30 10:02:52,662 DEBUG   batch 17, loss 0.390754
2019-01-30 10:02:54,930 DEBUG   batch 18, loss 0.448041
2019-01-30 10:02:59,483 DEBUG   batch 19, loss 0.386652
2019-01-30 10:03:02,399 DEBUG   batch 20, loss 0.423786
2019-01-30 10:03:06,723 DEBUG   batch 21, loss 0.395932
2019-01-30 10:03:11,211 DEBUG   batch 22, loss 0.390691
2019-01-30 10:03:17,078 DEBUG   batch 23, loss 0.375084
2019-01-30 10:03:17,100 DEBUG  Processed 24 batches
2019-01-30 10:03:17,100 INFO   Training loss: 0.419
2019-01-30 10:03:18,485 DEBUG  batch 0
2019-01-30 10:03:20,641 DEBUG  batch 1
2019-01-30 10:03:21,409 DEBUG  batch 2
2019-01-30 10:03:23,334 DEBUG  batch 3
2019-01-30 10:03:23,993 DEBUG  Processed 4 samples in 4 batches
2019-01-30 10:03:23,993 INFO   Validation loss: 0.361 acc: 0.917
2019-01-30 10:03:25,705 INFO Epoch 11
2019-01-30 10:03:35,591 DEBUG   batch 0, loss 0.349509
2019-01-30 10:03:37,800 DEBUG   batch 1, loss 0.453289
2019-01-30 10:03:42,157 DEBUG   batch 2, loss 0.398889
2019-01-30 10:03:44,206 DEBUG   batch 3, loss 0.462628
2019-01-30 10:03:45,913 DEBUG   batch 4, loss 0.474287
2019-01-30 10:03:53,216 DEBUG   batch 5, loss 0.354213
2019-01-30 10:03:56,165 DEBUG   batch 6, loss 0.434874
2019-01-30 10:04:03,327 DEBUG   batch 7, loss 0.361155
2019-01-30 10:04:04,455 DEBUG   batch 8, loss 0.524507
2019-01-30 10:04:07,246 DEBUG   batch 9, loss 0.435173
2019-01-30 10:04:09,903 DEBUG   batch 10, loss 0.432713
2019-01-30 10:04:15,014 DEBUG   batch 11, loss 0.389484
2019-01-30 10:04:17,617 DEBUG   batch 12, loss 0.432950
